dataset,model,percent,dim,score
kuhar,fft-tae,25,71,0.7115023474178405
kuhar,fft-tae,25,67,0.6690140845070423
kuhar,fft-tae,25,81,0.7178403755868544
kuhar,fft-tae,25,85,0.5706572769953051
kuhar,fft-tae,25,83,0.6326291079812207
kuhar,fft-tae,25,88,0.7288732394366197
kuhar,fft-tae,25,72,0.676056338028169
kuhar,fft-tae,25,87,0.6384976525821596
kuhar,fft-tae,25,77,0.7762910798122067
kuhar,fft-tae,25,57,0.6753521126760563
kuhar,fft-tae,25,70,0.6683098591549295
kuhar,fft-tae,25,82,0.6842723004694836
kuhar,fft-tae,25,66,0.6643192488262911
kuhar,fft-tae,25,86,0.707981220657277
kuhar,fft-tae,25,74,0.6795774647887324
kuhar,fft-tae,25,78,0.6631455399061033
kuhar,fft-tae,25,81,0.6387323943661972
kuhar,fft-tae,25,51,0.6401408450704226
kuhar,fft-tae,25,89,0.5981220657276995
kuhar,fft-tae,25,85,0.6443661971830986
kuhar,fft-tae,25,65,0.6485915492957746
kuhar,fft-tae,25,88,0.665962441314554
kuhar,fft-tae,25,83,0.6706572769953052
kuhar,fft-tae,25,45,0.6852112676056338
kuhar,fft-tae,25,73,0.711737089201878
kuhar,fft-tae,25,77,0.7417840375586855
kuhar,fft-tae,25,55,0.7016431924882628
kuhar,fft-tae,25,58,0.6969483568075118
kuhar,fft-tae,25,63,0.624413145539906
kuhar,fft-tae,25,70,0.6422535211267606
kuhar,fft-tae,25,80,0.680281690140845
kuhar,fft-tae,25,90,0.6826291079812207
kuhar,fft-tae,25,68,0.676056338028169
kuhar,fft-tae,25,76,0.6765258215962442
kuhar,fft-tae,25,62,0.6826291079812207
kuhar,fft-tae,25,60,0.5842723004694836
kuhar,fft-tae,25,72,0.7112676056338029
kuhar,fft-tae,25,49,0.5875586854460094
kuhar,fft-tae,25,85,0.6570422535211268
kuhar,fft-tae,25,65,0.6495305164319249
kuhar,fft-tae,25,75,0.6990610328638498
kuhar,fft-tae,25,53,0.6791079812206572
kuhar,fft-tae,25,4,0.6875586854460095
kuhar,fft-tae,25,78,0.7286384976525822
kuhar,fft-tae,25,83,0.6605633802816901
kuhar,fft-tae,25,31,0.7014084507042254
kuhar,fft-tae,25,40,0.6206572769953052
kuhar,fft-tae,25,37,0.6537558685446009
kuhar,fft-tae,25,67,0.7572769953051643
kuhar,fft-tae,25,81,0.6657276995305165
kuhar,fft-tae,25,87,0.644131455399061
kuhar,fft-tae,25,56,0.6809859154929577
kuhar,fft-tae,25,70,0.7502347417840375
kuhar,fft-tae,25,43,0.6572769953051644
kuhar,fft-tae,25,79,0.6492957746478873
kuhar,fft-tae,25,67,0.7471830985915493
kuhar,fft-tae,25,51,0.6725352112676055
kuhar,fft-tae,25,47,0.6910798122065727
kuhar,fft-tae,25,59,0.6739436619718309
kuhar,fft-tae,25,73,0.671830985915493
kuhar,fft-tae,25,64,0.6309859154929578
kuhar,fft-tae,25,90,0.6380281690140845
kuhar,fft-tae,25,86,0.6812206572769953
kuhar,fft-tae,25,62,0.6666666666666667
kuhar,fft-tae,25,76,0.6082159624413146
kuhar,fft-tae,25,70,0.6884976525821596
kuhar,fft-tae,25,72,0.6408450704225352
kuhar,fft-tae,25,82,0.6915492957746479
kuhar,fft-tae,25,74,0.7089201877934272
kuhar,fft-tae,25,66,0.6244131455399062
kuhar,fft-tae,25,69,0.5755868544600938
kuhar,fft-tae,25,78,0.676056338028169
kuhar,fft-tae,25,84,0.6215962441314554
kuhar,fft-tae,25,80,0.6866197183098592
kuhar,fft-tae,25,54,0.6807511737089202
kuhar,fft-tae,25,57,0.6518779342723006
kuhar,fft-tae,25,71,0.5683098591549296
kuhar,fft-tae,25,75,0.7422535211267606
kuhar,fft-tae,25,63,0.6936619718309859
kuhar,fft-tae,25,60,0.6018779342723004
kuhar,fft-tae,25,20,0.6279342723004695
kuhar,fft-tae,25,67,0.6492957746478873
kuhar,fft-tae,25,89,0.676056338028169
kuhar,fft-tae,25,82,0.6546948356807512
kuhar,fft-tae,25,79,0.6314553990610329
kuhar,fft-tae,25,86,0.6762910798122066
kuhar,fft-tae,25,65,0.6502347417840375
kuhar,fft-tae,25,77,0.7112676056338028
kuhar,fft-tae,25,49,0.6737089201877934
kuhar,fft-tae,25,84,0.6704225352112676
kuhar,fft-tae,25,69,0.7330985915492958
kuhar,fft-tae,25,45,0.6819248826291079
kuhar,fft-tae,25,74,0.6917840375586854
kuhar,fft-tae,25,58,0.6176056338028169
kuhar,fft-tae,25,71,0.6514084507042253
kuhar,fft-tae,25,61,0.6504694835680751
kuhar,fft-tae,25,52,0.6610328638497652
kuhar,fft-tae,25,89,0.6150234741784038
kuhar,fft-tae,25,76,0.6997652582159624
kuhar,fft-tae,25,37,0.6291079812206573
kuhar,fft-tae,25,56,0.6537558685446009
kuhar,fft-tae,25,81,0.7140845070422535
kuhar,fft-tae,25,87,0.7150234741784038
kuhar,fft-tae,25,73,0.7065727699530517
kuhar,fft-tae,25,68,0.697887323943662
kuhar,fft-tae,25,63,0.7204225352112676
kuhar,fft-tae,25,84,0.6497652582159624
kuhar,fft-tae,25,78,0.7370892018779343
kuhar,fft-tae,25,67,0.7255868544600939
kuhar,fft-tae,25,80,0.6507042253521128
kuhar,fft-tae,25,70,0.6809859154929577
kuhar,fft-tae,25,90,0.6892018779342723
kuhar,fft-tae,25,65,0.631924882629108
kuhar,fft-tae,25,54,0.653755868544601
kuhar,fft-tae,25,60,0.65
kuhar,fft-tae,25,76,0.6690140845070421
kuhar,fft-tae,25,73,0.7384976525821596
kuhar,fft-tae,25,50,0.6884976525821596
kuhar,fft-tae,25,42,0.676056338028169
kuhar,fft-tae,25,83,0.65962441314554
kuhar,fft-tae,25,87,0.6455399061032864
kuhar,fft-tae,25,62,0.6161971830985916
kuhar,fft-tae,25,47,0.6948356807511737
kuhar,fft-tae,25,14,0.646244131455399
kuhar,fft-tae,25,8,0.5774647887323944
kuhar,fft-tae,25,85,0.6384976525821596
kuhar,fft-tae,25,58,0.6523474178403755
kuhar,fft-tae,25,71,0.7335680751173709
kuhar,fft-tae,25,78,0.694131455399061
kuhar,fft-tae,25,75,0.719718309859155
kuhar,fft-tae,25,81,0.6873239436619718
kuhar,fft-tae,25,66,0.6321596244131454
kuhar,fft-tae,25,30,0.6746478873239437
kuhar,fft-tae,25,27,0.6643192488262912
kuhar,fft-tae,25,25,0.6615023474178403
kuhar,fft-tae,25,34,0.7276995305164319
kuhar,fft-tae,25,88,0.5992957746478874
kuhar,fft-tae,25,64,0.6582159624413144
kuhar,fft-tae,25,72,0.6873239436619718
kuhar,fft-tae,25,55,0.6845070422535211
kuhar,fft-tae,25,82,0.6345070422535212
kuhar,fft-tae,25,69,0.6417840375586854
kuhar,fft-tae,25,79,0.6946009389671362
kuhar,fft-tae,25,59,0.6868544600938968
kuhar,fft-tae,25,86,0.6748826291079812
kuhar,fft-tae,25,90,0.6568075117370892
kuhar,fft-tae,25,67,0.686150234741784
kuhar,fft-tae,25,74,0.6854460093896714
kuhar,fft-tae,25,77,0.618075117370892
kuhar,fft-tae,25,53,0.6530516431924884
kuhar,fft-tae,25,44,0.6678403755868545
kuhar,fft-tae,25,61,0.6753521126760563
kuhar,fft-tae,25,83,0.6880281690140845
kuhar,fft-tae,25,80,0.7194835680751174
kuhar,fft-tae,25,64,0.7330985915492958
kuhar,fft-tae,25,70,0.6908450704225353
kuhar,fft-tae,25,75,0.6619718309859155
kuhar,fft-tae,25,56,0.6875586854460094
kuhar,fft-tae,25,38,0.6875586854460093
kuhar,fft-tae,25,73,0.5915492957746479
kuhar,fft-tae,25,68,0.7422535211267607
kuhar,fft-tae,25,84,0.6737089201877934
kuhar,fft-tae,25,71,0.6737089201877934
kuhar,fft-tae,25,51,0.6870892018779342
kuhar,fft-tae,25,21,0.6690140845070423
kuhar,fft-tae,25,78,0.6384976525821596
kuhar,fft-tae,25,48,0.6619718309859155
kuhar,fft-tae,25,87,0.7389671361502346
kuhar,fft-tae,25,62,0.6732394366197183
kuhar,fft-tae,25,89,0.6877934272300469
kuhar,fft-tae,25,65,0.6727699530516432
kuhar,fft-tae,25,40,0.6948356807511737
kuhar,fft-tae,25,76,0.7333333333333333
kuhar,fft-tae,25,81,0.7204225352112676
kuhar,fft-tae,25,57,0.5927230046948357
kuhar,fft-tae,25,69,0.6762910798122066
kuhar,fft-tae,25,72,0.651643192488263
kuhar,fft-tae,25,67,0.6976525821596244
kuhar,fft-tae,25,74,0.652112676056338
kuhar,fft-tae,25,59,0.6990610328638497
kuhar,fft-tae,25,64,0.6544600938967136
kuhar,fft-tae,25,77,0.627699530516432
kuhar,fft-tae,25,61,0.6586854460093896
kuhar,fft-tae,25,67,0.6730046948356808
kuhar,fft-tae,25,80,0.6244131455399062
kuhar,fft-tae,25,70,0.6643192488262911
kuhar,fft-tae,25,54,0.6502347417840375
kuhar,fft-tae,25,85,0.6769953051643192
kuhar,fft-tae,25,66,0.7150234741784038
kuhar,fft-tae,25,63,0.6683098591549296
kuhar,fft-tae,25,79,0.6556338028169015
kuhar,fft-tae,25,82,0.6931924882629107
kuhar,fft-tae,25,72,0.7370892018779343
kuhar,fft-tae,25,76,0.6056338028169014
kuhar,fft-tae,25,68,0.6302816901408451
kuhar,fft-tae,25,58,0.7007042253521126
kuhar,fft-tae,25,74,0.7089201877934272
kuhar,fft-tae,25,60,0.6406103286384977
kuhar,fft-tae,25,50,0.6577464788732394
kuhar,fft-tae,25,83,0.6887323943661972
kuhar,fft-tae,25,85,0.587793427230047
kuhar,fft-tae,25,2,0.6025821596244131
kuhar,fft-tae,25,77,0.580281690140845
kuhar,fft-tae,25,69,0.7028169014084507
kuhar,fft-tae,25,88,0.7178403755868545
kuhar,fft-tae,25,65,0.7232394366197183
kuhar,fft-tae,25,56,0.7051643192488262
kuhar,fft-tae,25,53,0.6903755868544601
kuhar,fft-tae,25,46,0.6882629107981222
kuhar,fft-tae,25,73,0.7084507042253522
kuhar,fft-tae,25,71,0.6985915492957747
kuhar,fft-tae,25,90,0.6985915492957746
kuhar,fft-tae,25,79,0.6546948356807512
kuhar,fft-tae,25,62,0.7284037558685446
kuhar,fft-tae,25,75,0.7265258215962441
kuhar,fft-tae,25,81,0.7035211267605633
kuhar,fft-tae,25,66,0.6896713615023474
kuhar,fft-tae,25,86,0.6755868544600939
kuhar,fft-tae,25,63,0.6267605633802817
kuhar,fft-tae,25,17,0.6915492957746479
kuhar,fft-tae,25,52,0.6387323943661971
kuhar,fft-tae,25,70,0.7044600938967136
kuhar,fft-tae,25,84,0.6633802816901408
kuhar,fft-tae,25,60,0.6009389671361502
kuhar,fft-tae,25,77,0.6657276995305165
kuhar,fft-tae,25,73,0.710093896713615
kuhar,fft-tae,25,68,0.6882629107981221
kuhar,fft-tae,25,42,0.6410798122065728
kuhar,fft-tae,25,58,0.6936619718309859
kuhar,fft-tae,25,79,0.7023474178403756
kuhar,fft-tae,25,88,0.6457746478873239
kuhar,fft-tae,25,55,0.652112676056338
kuhar,fft-tae,25,75,0.6406103286384977
kuhar,fft-tae,25,82,0.6546948356807512
kuhar,fft-tae,25,48,0.607981220657277
kuhar,fft-tae,25,36,0.723943661971831
kuhar,fft-tae,25,72,0.694131455399061
kuhar,fft-tae,25,64,0.7063380281690141
kuhar,fft-tae,25,90,0.6525821596244131
kuhar,fft-tae,25,32,0.6849765258215963
kuhar,fft-tae,25,66,0.5915492957746479
kuhar,fft-tae,25,78,0.7302816901408451
kuhar,fft-tae,25,61,0.6960093896713615
kuhar,fft-tae,25,80,0.7502347417840375
kuhar,fft-tae,25,71,0.7284037558685446
kuhar,fft-tae,25,86,0.6922535211267606
kuhar,fft-tae,25,83,0.726056338028169
kuhar,fft-tae,25,75,0.6375586854460094
kuhar,fft-tae,25,68,0.6901408450704225
kuhar,fft-tae,25,88,0.7061032863849765
kuhar,fft-tae,25,81,0.7366197183098592
kuhar,fft-tae,25,85,0.6793427230046949
kuhar,fft-tae,25,80,0.6934272300469483
kuhar,fft-tae,25,89,0.7035211267605634
kuhar,fft-tae,25,77,0.6645539906103286
kuhar,fft-tae,25,87,0.6652582159624414
kuhar,fft-tae,25,84,0.6725352112676057
kuhar,fft-tae,25,82,0.6791079812206572
kuhar,fft-tae,25,80,0.7323943661971831
kuhar,fft-tae,25,74,0.6537558685446009
kuhar,fft-tae,25,78,0.6859154929577465
kuhar,fft-tae,25,76,0.7342723004694836
kuhar,fft-tae,25,5,0.6056338028169014
kuhar,fft-tae,25,90,0.6032863849765259
kuhar,fft-tae,25,70,0.748356807511737
kuhar,fft-tae,25,83,0.6645539906103287
kuhar,fft-tae,25,86,0.6492957746478872
kuhar,fft-tae,25,72,0.688262910798122
kuhar,fft-tae,25,79,0.7194835680751173
kuhar,fft-tae,25,81,0.6314553990610329
kuhar,fft-tae,25,84,0.6596244131455399
kuhar,fft-tae,25,23,0.6103286384976526
kuhar,fft-tae,25,73,0.6389671361502348
kuhar,fft-tae,25,87,0.6765258215962441
kuhar,fft-tae,25,76,0.6014084507042254
kuhar,fft-tae,25,70,0.6276995305164319
kuhar,fft-tae,25,65,0.6551643192488263
kuhar,fft-tae,25,89,0.651643192488263
kuhar,fft-tae,25,44,0.6347417840375588
kuhar,fft-tae,25,78,0.660093896713615
kuhar,fft-tae,25,85,0.653755868544601
kuhar,fft-tae,25,74,0.676525821596244
kuhar,fft-tae,25,68,0.6288732394366197
kuhar,fft-tae,25,82,0.7246478873239437
kuhar,fft-tae,25,80,0.6915492957746479
kuhar,fft-tae,25,76,0.6946009389671362
kuhar,fft-tae,25,63,0.6549295774647886
kuhar,fft-tae,25,69,0.7049295774647887
kuhar,fft-tae,25,72,0.647887323943662
kuhar,fft-tae,25,57,0.695774647887324
kuhar,fft-tae,25,88,0.7145539906103288
kuhar,fft-tae,25,19,0.6211267605633802
kuhar,fft-tae,25,9,0.6190140845070423
kuhar,fft-tae,25,83,0.6619718309859155
kuhar,fft-tae,25,67,0.647887323943662
kuhar,fft-tae,25,90,0.7089201877934272
kuhar,fft-tae,25,60,0.7309859154929578
kuhar,fft-tae,25,78,0.572300469483568
kuhar,fft-tae,25,28,0.6713615023474179
kuhar,fft-tae,25,50,0.7253521126760563
kuhar,fft-tae,25,74,0.5821596244131455
kuhar,fft-tae,25,71,0.6678403755868544
kuhar,fft-tae,25,65,0.6305164319248826
kuhar,fft-tae,25,62,0.6208920187793427
kuhar,fft-tae,25,86,0.7248826291079813
kuhar,fft-tae,25,80,0.7338028169014085
kuhar,fft-tae,25,77,0.6349765258215962
kuhar,fft-tae,25,84,0.6910798122065727
kuhar,fft-tae,25,53,0.6901408450704225
kuhar,fft-tae,25,90,0.737793427230047
kuhar,fft-tae,25,75,0.6434272300469484
kuhar,fft-tae,25,59,0.7255868544600939
kuhar,fft-tae,25,82,0.6485915492957746
kuhar,fft-tae,25,55,0.6138497652582159
kuhar,fft-tae,25,66,0.6612676056338028
kuhar,fft-tae,25,69,0.6572769953051644
kuhar,fft-tae,25,79,0.6577464788732394
kuhar,fft-tae,25,87,0.6917840375586854
kuhar,fft-tae,25,73,0.736150234741784
kuhar,fft-tae,25,71,0.6615023474178404
kuhar,fft-tae,25,64,0.7349765258215963
kuhar,fft-tae,25,71,0.7119718309859155
kuhar,fft-tae,25,69,0.6009389671361502
kuhar,fft-tae,25,75,0.698356807511737
kuhar,fft-tae,25,77,0.6877934272300469
kuhar,fft-tae,25,67,0.6619718309859155
kuhar,fft-tae,25,73,0.6549295774647887
kuhar,fft-tae,25,70,0.6549295774647886
kuhar,fft-tae,25,79,0.6805164319248826
kuhar,fft-tae,25,63,0.655868544600939
kuhar,fft-tae,25,81,0.6612676056338027
kuhar,fft-tae,25,76,0.6363849765258215
kuhar,fft-tae,25,61,0.6880281690140845
kuhar,fft-tae,25,68,0.6929577464788732
kuhar,fft-tae,25,65,0.6755868544600939
kuhar,fft-tae,25,57,0.6551643192488262
kuhar,fft-tae,25,84,0.7091549295774648
kuhar,fft-tae,25,72,0.6244131455399061
kuhar,fft-tae,25,82,0.704225352112676
kuhar,fft-tae,25,77,0.6417840375586854
kuhar,fft-tae,25,74,0.7575117370892018
kuhar,fft-tae,25,14,0.6680751173708919
kuhar,fft-tae,25,70,0.6915492957746479
kuhar,fft-tae,25,86,0.704225352112676
kuhar,fft-tae,25,80,0.6769953051643193
kuhar,fft-tae,25,66,0.6427230046948357
kuhar,fft-tae,25,59,0.6593896713615024
kuhar,fft-tae,25,62,0.6924882629107981
kuhar,fft-tae,25,88,0.6544600938967136
kuhar,fft-tae,25,75,0.7089201877934272
kuhar,fft-tae,25,84,0.744131455399061
kuhar,fft-tae,25,78,0.6960093896713615
kuhar,fft-tae,25,73,0.6835680751173709
kuhar,fft-tae,25,81,0.6532863849765258
kuhar,fft-tae,25,74,0.6593896713615024
kuhar,fft-tae,25,83,0.7183098591549296
kuhar,fft-tae,25,85,0.6715962441314554
kuhar,fft-tae,25,79,0.6997652582159625
kuhar,fft-tae,25,90,0.7009389671361502
kuhar,fft-tae,25,76,0.6023474178403756
kuhar,fft-tae,25,67,0.6640845070422536
kuhar,fft-tae,25,86,0.6683098591549296
kuhar,fft-tae,25,82,0.7319248826291079
kuhar,fft-tae,25,72,0.6835680751173709
kuhar,fft-tae,25,78,0.6645539906103287
kuhar,fft-tae,25,75,0.647887323943662
kuhar,fft-tae,25,89,0.7004694835680751
kuhar,fft-tae,25,69,0.6732394366197183
kuhar,fft-tae,25,80,0.688262910798122
kuhar,fft-tae,25,87,0.6805164319248826
kuhar,fft-tae,25,64,0.6706572769953051
kuhar,fft-tae,25,74,0.6572769953051644
kuhar,fft-tae,25,77,0.5446009389671361
kuhar,fft-tae,25,71,0.6420187793427231
kuhar,fft-tae,25,83,0.7213615023474178
kuhar,fft-tae,25,81,0.6281690140845071
kuhar,fft-tae,25,85,0.6992957746478874
kuhar,fft-tae,25,67,0.6971830985915493
kuhar,fft-tae,25,73,0.7368544600938968
kuhar,fft-tae,25,88,0.6713615023474179
kuhar,fft-tae,25,79,0.6267605633802817
kuhar,fft-tae,25,34,0.6316901408450704
kuhar,fft-tae,25,40,0.6901408450704226
kuhar,fft-tae,25,69,0.676056338028169
kuhar,fft-tae,25,52,0.6232394366197183
kuhar,fft-tae,25,61,0.6809859154929577
kuhar,fft-tae,25,76,0.7032863849765258
kuhar,fft-tae,25,56,0.6931924882629108
kuhar,fft-tae,25,63,0.6828638497652582
kuhar,fft-tae,25,71,0.6784037558685447
kuhar,fft-tae,25,47,0.664319248826291
kuhar,fft-tae,25,90,0.67018779342723
kuhar,fft-tae,25,58,0.6631455399061033
kuhar,fft-tae,25,66,0.6474178403755868
kuhar,fft-tae,25,81,0.7103286384976526
kuhar,fft-tae,25,78,0.6650234741784037
kuhar,fft-tae,25,85,0.657981220657277
kuhar,fft-tae,25,11,0.5938967136150235
kuhar,fft-tae,25,76,0.6596244131455399
kuhar,fft-tae,25,74,0.7147887323943662
kuhar,fft-tae,25,83,0.7140845070422535
kuhar,fft-tae,25,72,0.6194835680751173
kuhar,fft-tae,25,65,0.6821596244131456
kuhar,fft-tae,25,68,0.6004694835680751
kuhar,fft-tae,25,87,0.6460093896713615
kuhar,fft-tae,25,79,0.6906103286384976
kuhar,fft-tae,25,54,0.636150234741784
kuhar,fft-tae,25,60,0.6509389671361502
kuhar,fft-tae,25,70,0.637793427230047
kuhar,fft-tae,25,82,0.7089201877934272
kuhar,fft-tae,25,74,0.7312206572769953
kuhar,fft-tae,25,49,0.6676056338028169
kuhar,fft-tae,25,88,0.7016431924882629
kuhar,fft-tae,25,77,0.5985915492957746
kuhar,fft-tae,25,80,0.668075117370892
kuhar,fft-tae,25,63,0.6086854460093896
kuhar,fft-tae,25,45,0.6481220657276996
kuhar,fft-tae,25,84,0.6676056338028169
kuhar,fft-tae,25,90,0.7316901408450704
kuhar,fft-tae,25,73,0.6762910798122067
kuhar,fft-tae,25,68,0.7269953051643192
kuhar,fft-tae,25,70,0.7326291079812207
kuhar,fft-tae,25,75,0.6514084507042253
kuhar,fft-tae,25,64,0.6711267605633804
kuhar,fft-tae,25,85,0.7105633802816901
kuhar,fft-tae,25,81,0.6448356807511738
kuhar,fft-tae,25,61,0.636150234741784
kuhar,fft-tae,25,77,0.6558685446009391
kuhar,fft-tae,25,72,0.636150234741784
kuhar,fft-tae,25,66,0.6051643192488263
kuhar,fft-tae,25,86,0.6967136150234742
kuhar,fft-tae,25,78,0.6948356807511737
kuhar,fft-tae,25,83,0.596244131455399
kuhar,fft-tae,25,68,0.6854460093896714
kuhar,fft-tae,25,88,0.6408450704225352
kuhar,fft-tae,25,80,0.7199530516431925
kuhar,fft-tae,25,57,0.6744131455399061
kuhar,fft-tae,25,75,0.6279342723004695
kuhar,fft-tae,25,51,0.6816901408450703
kuhar,fft-tae,25,59,0.6706572769953053
kuhar,fft-tae,25,25,0.6619718309859155
kuhar,fft-tae,25,70,0.6643192488262911
kuhar,fft-tae,25,82,0.6605633802816901
kuhar,fft-tae,25,72,0.5650234741784037
kuhar,fft-tae,25,76,0.5725352112676056
kuhar,fft-tae,25,62,0.6455399061032864
kuhar,fft-tae,25,79,0.665962441314554
kuhar,fft-tae,25,89,0.7363849765258216
kuhar,fft-tae,25,66,0.7077464788732394
kuhar,fft-tae,25,38,0.6955399061032864
kuhar,fft-tae,25,86,0.6699530516431925
kuhar,fft-tae,25,74,0.6643192488262911
kuhar,fft-tae,25,83,0.67018779342723
kuhar,fft-tae,25,64,0.6645539906103286
kuhar,fft-tae,25,71,0.6990610328638497
kuhar,fft-tae,25,55,0.6748826291079812
kuhar,fft-tae,25,78,0.6401408450704225
kuhar,fft-tae,25,69,0.6549295774647887
kuhar,fft-tae,25,80,0.6546948356807512
kuhar,fft-tae,25,67,0.6467136150234741
kuhar,fft-tae,25,84,0.7112676056338029
kuhar,fft-tae,25,90,0.7218309859154929
kuhar,fft-tae,25,74,0.6948356807511737
kuhar,fft-tae,25,42,0.6995305164319249
kuhar,fft-tae,25,7,0.6197183098591549
kuhar,fft-tae,25,77,0.6687793427230047
kuhar,fft-tae,25,87,0.6685446009389671
kuhar,fft-tae,25,72,0.668075117370892
kuhar,fft-tae,25,81,0.7309859154929578
kuhar,fft-tae,25,65,0.6514084507042253
kuhar,fft-tae,25,59,0.6795774647887325
kuhar,fft-tae,25,85,0.7140845070422535
kuhar,fft-tae,25,76,0.7244131455399061
kuhar,fft-tae,25,62,0.6936619718309858
kuhar,fft-tae,25,69,0.6838028169014085
kuhar,fft-tae,25,79,0.67981220657277
kuhar,fft-tae,25,73,0.6138497652582159
kuhar,fft-tae,25,83,0.6746478873239437
kuhar,fft-tae,25,88,0.6525821596244131
kuhar,fft-tae,25,90,0.7314553990610329
kuhar,fft-tae,25,75,0.7014084507042254
kuhar,fft-tae,25,53,0.7032863849765258
kuhar,fft-tae,25,81,0.6032863849765259
kuhar,fft-tae,25,67,0.7089201877934272
kuhar,fft-tae,25,57,0.7002347417840376
kuhar,fft-tae,25,71,0.6880281690140846
kuhar,fft-tae,25,77,0.6748826291079812
kuhar,fft-tae,25,63,0.7429577464788732
kuhar,fft-tae,25,85,0.6457746478873239
kuhar,fft-tae,25,68,0.7319248826291078
kuhar,fft-tae,25,73,0.6460093896713615
kuhar,fft-tae,25,82,0.7535211267605633
kuhar,fft-tae,25,49,0.6652582159624413
kuhar,fft-tae,25,29,0.6532863849765258
kuhar,fft-tae,25,87,0.6622065727699531
kuhar,fft-tae,25,82,0.592018779342723
kuhar,fft-tae,25,90,0.6075117370892019
kuhar,fft-tae,25,79,0.6854460093896714
kuhar,fft-tae,25,83,0.7462441314553991
kuhar,fft-tae,25,78,0.6807511737089201
kuhar,fft-tae,25,80,0.673943661971831
kuhar,fft-tae,25,86,0.6314553990610329
kuhar,fft-tae,25,75,0.6931924882629108
kuhar,fft-tae,25,84,0.735680751173709
kuhar,fft-tae,25,81,0.6955399061032864
kuhar,fft-tae,25,77,0.6934272300469483
kuhar,fft-tae,25,74,0.7291079812206573
kuhar,fft-tae,25,79,0.647887323943662
kuhar,fft-tae,25,88,0.700469483568075
kuhar,fft-tae,25,76,0.7246478873239437
kuhar,fft-tae,25,70,0.6730046948356807
kuhar,fft-tae,25,82,0.6408450704225352
kuhar,fft-tae,25,85,0.7183098591549295
kuhar,fft-tae,25,72,0.6523474178403756
kuhar,fft-tae,25,78,0.7323943661971831
kuhar,fft-tae,25,81,0.6643192488262911
kuhar,fft-tae,25,84,0.7307511737089202
kuhar,fft-tae,25,89,0.7809859154929577
kuhar,fft-tae,25,75,0.6544600938967136
kuhar,fft-tae,25,86,0.7302816901408451
kuhar,fft-tae,25,3,0.5821596244131455
kuhar,fft-tae,25,70,0.6840375586854461
kuhar,fft-tae,25,73,0.6666666666666666
kuhar,fft-tae,25,79,0.6323943661971831
kuhar,fft-tae,25,83,0.6596244131455399
kuhar,fft-tae,25,76,0.6957746478873239
kuhar,fft-tae,25,87,0.647887323943662
kuhar,fft-tae,25,66,0.6150234741784038
kuhar,fft-tae,25,90,0.6338028169014085
kuhar,fft-tae,25,81,0.6809859154929577
kuhar,fft-tae,25,77,0.6338028169014085
kuhar,fft-tae,25,71,0.6215962441314553
kuhar,fft-tae,25,74,0.6413145539906103
kuhar,fft-tae,25,68,0.636150234741784
kuhar,fft-tae,25,88,0.6922535211267606
kuhar,fft-tae,25,87,0.6288732394366197
kuhar,fft-tae,25,89,0.7065727699530516
kuhar,fft-tae,25,84,0.7446009389671361
kuhar,fft-tae,25,89,0.6483568075117371
kuhar,fft-tae,25,85,0.6267605633802817
kuhar,fft-tae,25,90,0.6140845070422536
kuhar,fft-tae,25,86,0.6544600938967136
kuhar,fft-tae,25,89,0.6901408450704226
kuhar,fft-tae,25,32,0.7112676056338028
kuhar,fft-tae,25,82,0.6992957746478873
kuhar,fft-tae,25,80,0.7136150234741784
kuhar,fft-tae,25,83,0.6812206572769952
kuhar,fft-tae,25,86,0.6887323943661972
kuhar,fft-tae,25,90,0.6713615023474179
kuhar,fft-tae,25,88,0.7654929577464789
kuhar,fft-tae,25,82,0.6525821596244131
kuhar,fft-tae,25,65,0.6244131455399061
kuhar,fft-tae,25,84,0.7673708920187794
kuhar,fft-tae,25,87,0.6666666666666666
kuhar,fft-tae,25,80,0.6126760563380281
kuhar,fft-tae,25,78,0.7107981220657277
kuhar,fft-tae,25,83,0.6643192488262911
kuhar,fft-tae,25,86,0.7352112676056339
kuhar,fft-tae,25,88,0.5826291079812207
kuhar,fft-tae,25,89,0.6535211267605634
kuhar,fft-tae,25,88,0.6828638497652582
kuhar,fft-tae,25,85,0.6171361502347418
kuhar,fft-tae,25,35,0.6525821596244132
kuhar,fft-tae,25,90,0.6572769953051644
kuhar,fft-tae,25,90,0.7089201877934272
kuhar,fft-tae,25,84,0.664319248826291
kuhar,fft-tae,25,87,0.6502347417840375
kuhar,fft-tae,25,85,0.6230046948356808
kuhar,fft-tae,25,84,0.6469483568075118
kuhar,fft-tae,25,89,0.6384976525821596
kuhar,fft-tae,25,79,0.715962441314554
kuhar,fft-tae,25,86,0.7748826291079812
kuhar,fft-tae,25,88,0.6645539906103286
kuhar,fft-tae,25,82,0.6739436619718311
kuhar,fft-tae,25,85,0.717605633802817
kuhar,fft-tae,25,90,0.6220657276995305
kuhar,fft-tae,25,90,0.7119718309859154
kuhar,fft-tae,25,87,0.6673708920187793
kuhar,fft-tae,25,81,0.6061032863849765
kuhar,fft-tae,25,84,0.6971830985915493
kuhar,fft-tae,25,90,0.5809859154929577
kuhar,fft-tae,25,88,0.6171361502347418
kuhar,fft-tae,25,87,0.7122065727699531
kuhar,fft-tae,25,86,0.57018779342723
kuhar,fft-tae,25,90,0.6784037558685446
kuhar,fft-tae,25,88,0.6690140845070423
