dataset,model,percent,dim,score
kuhar,fft-ae,25,70,0.6455399061032864
kuhar,fft-ae,25,56,0.8082159624413146
kuhar,fft-ae,25,46,0.7842723004694836
kuhar,fft-ae,25,73,0.7964788732394366
kuhar,fft-ae,25,79,0.8164319248826292
kuhar,fft-ae,25,84,0.6950704225352112
kuhar,fft-ae,25,87,0.7629107981220657
kuhar,fft-ae,25,62,0.8084507042253521
kuhar,fft-ae,25,28,0.5938967136150235
kuhar,fft-ae,25,35,0.7730046948356808
kuhar,fft-ae,25,43,0.6784037558685446
kuhar,fft-ae,25,53,0.7438967136150235
kuhar,fft-ae,25,37,0.7208920187793427
kuhar,fft-ae,25,48,0.7272300469483568
kuhar,fft-ae,25,41,0.7908450704225352
kuhar,fft-ae,25,31,0.6455399061032864
kuhar,fft-ae,25,51,0.800469483568075
kuhar,fft-ae,25,54,0.788262910798122
kuhar,fft-ae,25,58,0.804225352112676
kuhar,fft-ae,25,26,0.6901408450704226
kuhar,fft-ae,25,46,0.7596244131455399
kuhar,fft-ae,25,49,0.7791079812206572
kuhar,fft-ae,25,34,0.745774647887324
kuhar,fft-ae,25,66,0.7579812206572769
kuhar,fft-ae,25,60,0.5938967136150235
kuhar,fft-ae,25,53,0.8107981220657278
kuhar,fft-ae,25,43,0.7922535211267605
kuhar,fft-ae,25,55,0.7795774647887324
kuhar,fft-ae,25,19,0.6896713615023474
kuhar,fft-ae,25,39,0.7124413145539906
kuhar,fft-ae,25,64,0.802582159624413
kuhar,fft-ae,25,68,0.5446009389671361
kuhar,fft-ae,25,51,0.7370892018779343
kuhar,fft-ae,25,57,0.7988262910798123
kuhar,fft-ae,25,61,0.7807511737089202
kuhar,fft-ae,25,22,0.745774647887324
kuhar,fft-ae,25,59,0.7051643192488263
kuhar,fft-ae,25,45,0.8086854460093896
kuhar,fft-ae,25,47,0.8316901408450704
kuhar,fft-ae,25,71,0.596244131455399
kuhar,fft-ae,25,29,0.6272300469483568
kuhar,fft-ae,25,65,0.7551643192488264
kuhar,fft-ae,25,41,0.8004694835680752
kuhar,fft-ae,25,57,0.7107981220657278
kuhar,fft-ae,25,63,0.6922535211267605
kuhar,fft-ae,25,82,0.8514084507042254
kuhar,fft-ae,25,69,0.7903755868544601
kuhar,fft-ae,25,50,0.7546948356807511
kuhar,fft-ae,25,66,0.7173708920187793
kuhar,fft-ae,25,76,0.6643192488262911
kuhar,fft-ae,25,55,0.7873239436619717
kuhar,fft-ae,25,38,0.7887323943661972
kuhar,fft-ae,25,72,0.782394366197183
kuhar,fft-ae,25,33,0.7607981220657276
kuhar,fft-ae,25,53,0.6140845070422535
kuhar,fft-ae,25,80,0.8338028169014085
kuhar,fft-ae,25,24,0.7650234741784038
kuhar,fft-ae,25,74,0.7603286384976526
kuhar,fft-ae,25,82,0.7192488262910798
kuhar,fft-ae,25,90,0.8265258215962442
kuhar,fft-ae,25,85,0.5868544600938967
kuhar,fft-ae,25,89,0.8185446009389672
kuhar,fft-ae,25,87,0.7962441314553991
kuhar,fft-ae,25,83,0.815962441314554
kuhar,fft-ae,25,81,0.6293427230046948
kuhar,fft-ae,25,79,0.8037558685446008
kuhar,fft-ae,25,80,0.8368544600938966
kuhar,fft-ae,25,86,0.7866197183098591
kuhar,fft-ae,25,78,0.8474178403755868
kuhar,fft-ae,25,76,0.8422535211267606
kuhar,fft-ae,25,88,0.8061032863849766
kuhar,fft-ae,25,85,0.8326291079812206
kuhar,fft-ae,25,81,0.8145539906103286
kuhar,fft-ae,25,89,0.8316901408450704
kuhar,fft-ae,25,83,0.8389671361502348
kuhar,fft-ae,25,77,0.7713615023474178
kuhar,fft-ae,25,75,0.7976525821596245
kuhar,fft-ae,25,78,0.8232394366197182
kuhar,fft-ae,25,84,0.7523474178403756
kuhar,fft-ae,25,72,0.8077464788732394
kuhar,fft-ae,25,76,0.7884976525821596
kuhar,fft-ae,25,82,0.8150234741784036
kuhar,fft-ae,25,78,0.8014084507042254
kuhar,fft-ae,25,74,0.8112676056338028
kuhar,fft-ae,25,86,0.7779342723004696
kuhar,fft-ae,25,70,0.8192488262910798
kuhar,fft-ae,25,90,0.7586854460093897
kuhar,fft-ae,25,83,0.8272300469483568
kuhar,fft-ae,25,88,0.8049295774647888
kuhar,fft-ae,25,84,0.7511737089201878
kuhar,fft-ae,25,75,0.7746478873239437
kuhar,fft-ae,25,68,0.7474178403755868
kuhar,fft-ae,25,73,0.7967136150234742
kuhar,fft-ae,25,87,0.8011737089201878
kuhar,fft-ae,25,81,0.8061032863849764
kuhar,fft-ae,25,14,0.786150234741784
kuhar,fft-ae,25,78,0.7753521126760563
kuhar,fft-ae,25,70,0.8009389671361502
kuhar,fft-ae,25,83,0.8082159624413146
kuhar,fft-ae,25,76,0.7924882629107982
kuhar,fft-ae,25,90,0.8286384976525822
kuhar,fft-ae,25,85,0.7938967136150235
kuhar,fft-ae,25,72,0.735680751173709
kuhar,fft-ae,25,80,0.8107981220657278
kuhar,fft-ae,25,67,0.8065727699530516
kuhar,fft-ae,25,82,0.7821596244131455
kuhar,fft-ae,25,79,0.80962441314554
kuhar,fft-ae,25,88,0.7732394366197183
kuhar,fft-ae,25,77,0.8183098591549296
kuhar,fft-ae,25,86,0.8295774647887324
kuhar,fft-ae,25,71,0.8093896713615024
kuhar,fft-ae,25,73,0.842488262910798
kuhar,fft-ae,25,69,0.7544600938967136
kuhar,fft-ae,25,84,0.8030516431924882
kuhar,fft-ae,25,75,0.7847417840375586
kuhar,fft-ae,25,90,0.6352112676056338
kuhar,fft-ae,25,11,0.7267605633802816
kuhar,fft-ae,25,81,0.7774647887323943
kuhar,fft-ae,25,65,0.8084507042253521
kuhar,fft-ae,25,77,0.8326291079812206
kuhar,fft-ae,25,62,0.6004694835680751
kuhar,fft-ae,25,68,0.8312206572769952
kuhar,fft-ae,25,88,0.7809859154929577
kuhar,fft-ae,25,79,0.6126760563380281
kuhar,fft-ae,25,83,0.715962441314554
kuhar,fft-ae,25,7,0.6781690140845071
kuhar,fft-ae,25,72,0.7460093896713615
kuhar,fft-ae,25,66,0.6157276995305164
kuhar,fft-ae,25,74,0.8197183098591548
kuhar,fft-ae,25,63,0.7868544600938967
kuhar,fft-ae,25,70,0.8051643192488263
kuhar,fft-ae,25,73,0.7985915492957747
kuhar,fft-ae,25,68,0.8157276995305164
kuhar,fft-ae,25,75,0.7654929577464789
kuhar,fft-ae,25,65,0.8223004694835682
kuhar,fft-ae,25,61,0.7056338028169015
kuhar,fft-ae,25,77,0.7842723004694837
kuhar,fft-ae,25,71,0.8051643192488264
kuhar,fft-ae,25,73,0.8211267605633802
kuhar,fft-ae,25,60,0.776056338028169
kuhar,fft-ae,25,67,0.7922535211267606
kuhar,fft-ae,25,80,0.7767605633802817
kuhar,fft-ae,25,76,0.8237089201877936
kuhar,fft-ae,25,64,0.606338028169014
kuhar,fft-ae,25,69,0.7983568075117371
kuhar,fft-ae,25,78,0.7584507042253521
kuhar,fft-ae,25,87,0.8349765258215962
kuhar,fft-ae,25,86,0.7647887323943661
kuhar,fft-ae,25,85,0.815962441314554
kuhar,fft-ae,25,74,0.5706572769953052
kuhar,fft-ae,25,81,0.8448356807511737
kuhar,fft-ae,25,2,0.596244131455399
kuhar,fft-ae,25,90,0.8077464788732394
kuhar,fft-ae,25,59,0.800469483568075
kuhar,fft-ae,25,62,0.7964788732394366
kuhar,fft-ae,25,71,0.752112676056338
kuhar,fft-ae,25,79,0.801643192488263
kuhar,fft-ae,25,73,0.704225352112676
kuhar,fft-ae,25,69,0.781455399061033
kuhar,fft-ae,25,82,0.7631455399061033
kuhar,fft-ae,25,16,0.745774647887324
kuhar,fft-ae,25,64,0.8
kuhar,fft-ae,25,67,0.802112676056338
kuhar,fft-ae,25,76,0.8300469483568076
kuhar,fft-ae,25,85,0.8237089201877934
kuhar,fft-ae,25,89,0.7826291079812207
kuhar,fft-ae,25,81,0.807981220657277
kuhar,fft-ae,25,88,0.6014084507042253
kuhar,fft-ae,25,82,0.8035211267605634
kuhar,fft-ae,25,80,0.7673708920187794
kuhar,fft-ae,25,84,0.781924882629108
kuhar,fft-ae,25,86,0.815962441314554
kuhar,fft-ae,25,78,0.7711267605633803
kuhar,fft-ae,25,66,0.7917840375586855
kuhar,fft-ae,25,73,0.8176056338028168
kuhar,fft-ae,25,70,0.7762910798122066
kuhar,fft-ae,25,90,0.676056338028169
kuhar,fft-ae,25,80,0.6753521126760563
kuhar,fft-ae,25,83,0.8312206572769952
kuhar,fft-ae,25,75,0.838262910798122
kuhar,fft-ae,25,78,0.7607981220657277
kuhar,fft-ae,25,87,0.8166666666666667
kuhar,fft-ae,25,72,0.7485915492957746
kuhar,fft-ae,25,63,0.7704225352112676
kuhar,fft-ae,25,81,0.7936619718309859
kuhar,fft-ae,25,84,0.815962441314554
kuhar,fft-ae,25,77,0.7704225352112675
kuhar,fft-ae,25,75,0.8049295774647888
kuhar,fft-ae,25,57,0.6115023474178404
kuhar,fft-ae,25,68,0.7607981220657278
kuhar,fft-ae,25,90,0.8307511737089202
kuhar,fft-ae,25,71,0.7347417840375586
kuhar,fft-ae,25,79,0.7971830985915493
kuhar,fft-ae,25,8,0.6584507042253522
kuhar,fft-ae,25,88,0.789906103286385
kuhar,fft-ae,25,4,0.7093896713615024
kuhar,fft-ae,25,60,0.5889671361502348
kuhar,fft-ae,25,82,0.6274647887323944
kuhar,fft-ae,25,65,0.7626760563380282
kuhar,fft-ae,25,74,0.8347417840375586
kuhar,fft-ae,25,86,0.753755868544601
kuhar,fft-ae,25,67,0.7917840375586854
kuhar,fft-ae,25,70,0.8434272300469482
kuhar,fft-ae,25,84,0.7373239436619718
kuhar,fft-ae,25,62,0.7985915492957747
kuhar,fft-ae,25,77,0.7795774647887324
kuhar,fft-ae,25,72,0.8077464788732396
kuhar,fft-ae,25,80,0.8392018779342723
kuhar,fft-ae,25,69,0.7669014084507043
kuhar,fft-ae,25,70,0.8316901408450704
kuhar,fft-ae,25,74,0.818075117370892
kuhar,fft-ae,25,76,0.8272300469483568
kuhar,fft-ae,25,73,0.7992957746478873
kuhar,fft-ae,25,79,0.8321596244131454
kuhar,fft-ae,25,82,0.8032863849765258
kuhar,fft-ae,25,66,0.7943661971830986
kuhar,fft-ae,25,71,0.8234741784037558
kuhar,fft-ae,25,76,0.8133802816901408
kuhar,fft-ae,25,78,0.8154929577464788
kuhar,fft-ae,25,68,0.8359154929577464
kuhar,fft-ae,25,85,0.8119718309859156
kuhar,fft-ae,25,81,0.7992957746478874
kuhar,fft-ae,25,64,0.8025821596244131
kuhar,fft-ae,25,71,0.8070422535211268
kuhar,fft-ae,25,74,0.7938967136150235
kuhar,fft-ae,25,58,0.8258215962441314
kuhar,fft-ae,25,83,0.7988262910798122
kuhar,fft-ae,25,88,0.8291079812206572
kuhar,fft-ae,25,78,0.735680751173709
kuhar,fft-ae,25,61,0.8107981220657277
kuhar,fft-ae,25,75,0.7847417840375587
kuhar,fft-ae,25,69,0.8166666666666668
kuhar,fft-ae,25,55,0.8028169014084507
kuhar,fft-ae,25,80,0.828169014084507
kuhar,fft-ae,25,66,0.815962441314554
kuhar,fft-ae,25,85,0.7389671361502347
kuhar,fft-ae,25,21,0.7514084507042254
kuhar,fft-ae,25,76,0.80962441314554
kuhar,fft-ae,25,72,0.8291079812206572
kuhar,fft-ae,25,87,0.765962441314554
kuhar,fft-ae,25,82,0.814319248826291
kuhar,fft-ae,25,90,0.8204225352112676
kuhar,fft-ae,25,79,0.7903755868544601
kuhar,fft-ae,25,64,0.8255868544600939
kuhar,fft-ae,25,73,0.8150234741784038
kuhar,fft-ae,25,67,0.7835680751173708
kuhar,fft-ae,25,84,0.812206572769953
kuhar,fft-ae,25,70,0.7800469483568075
kuhar,fft-ae,25,77,0.8347417840375586
kuhar,fft-ae,25,59,0.8173708920187794
kuhar,fft-ae,25,81,0.8234741784037558
kuhar,fft-ae,25,62,0.7892018779342723
kuhar,fft-ae,25,75,0.804225352112676
kuhar,fft-ae,25,86,0.806338028169014
kuhar,fft-ae,25,90,0.7826291079812207
kuhar,fft-ae,25,68,0.7990610328638497
kuhar,fft-ae,25,56,0.8103286384976526
kuhar,fft-ae,25,78,0.7626760563380282
kuhar,fft-ae,25,73,0.584507042253521
kuhar,fft-ae,25,83,0.8124413145539906
kuhar,fft-ae,25,70,0.7936619718309859
kuhar,fft-ae,25,65,0.7788732394366197
kuhar,fft-ae,25,88,0.8007042253521128
kuhar,fft-ae,25,81,0.82981220657277
kuhar,fft-ae,25,77,0.7807511737089201
kuhar,fft-ae,25,74,0.8309859154929577
kuhar,fft-ae,25,72,0.8234741784037558
kuhar,fft-ae,25,85,0.647887323943662
kuhar,fft-ae,25,79,0.7586854460093897
kuhar,fft-ae,25,70,0.8335680751173709
kuhar,fft-ae,25,75,0.8002347417840376
kuhar,fft-ae,25,63,0.8105633802816901
kuhar,fft-ae,25,52,0.6964788732394366
kuhar,fft-ae,25,66,0.7849765258215962
kuhar,fft-ae,25,60,0.8417840375586854
kuhar,fft-ae,25,83,0.794600938967136
kuhar,fft-ae,25,89,0.8551643192488264
kuhar,fft-ae,25,87,0.8131455399061034
kuhar,fft-ae,25,80,0.807981220657277
kuhar,fft-ae,25,69,0.7997652582159624
kuhar,fft-ae,25,77,0.8063380281690142
kuhar,fft-ae,25,48,0.7676056338028169
kuhar,fft-ae,25,67,0.7915492957746479
kuhar,fft-ae,25,89,0.847887323943662
kuhar,fft-ae,25,88,0.7767605633802817
kuhar,fft-ae,25,90,0.831924882629108
kuhar,fft-ae,25,85,0.7929577464788733
kuhar,fft-ae,25,86,0.8030516431924882
kuhar,fft-ae,25,90,0.6126760563380281
kuhar,fft-ae,25,83,0.8166666666666667
kuhar,fft-ae,25,88,0.6314553990610329
kuhar,fft-ae,25,88,0.8082159624413144
kuhar,fft-ae,25,89,0.821830985915493
kuhar,fft-ae,25,90,0.7845070422535211
kuhar,fft-ae,25,86,0.8220657276995306
kuhar,fft-ae,25,84,0.6244131455399061
kuhar,fft-ae,25,89,0.7107981220657277
kuhar,fft-ae,25,90,0.7528169014084508
kuhar,fft-ae,25,87,0.8176056338028168
kuhar,fft-ae,25,82,0.7948356807511738
kuhar,fft-ae,25,86,0.7762910798122067
kuhar,fft-ae,25,31,0.7427230046948357
kuhar,fft-ae,25,84,0.636150234741784
kuhar,fft-ae,25,90,0.8133802816901408
kuhar,fft-ae,25,82,0.797887323943662
kuhar,fft-ae,25,80,0.7774647887323944
kuhar,fft-ae,25,85,0.7974178403755868
kuhar,fft-ae,25,87,0.6901408450704226
kuhar,fft-ae,25,89,0.7544600938967136
kuhar,fft-ae,25,12,0.6927230046948356
kuhar,fft-ae,25,81,0.8262910798122066
kuhar,fft-ae,25,17,0.7704225352112676
kuhar,fft-ae,25,24,0.7448356807511737
kuhar,fft-ae,25,84,0.7284037558685446
kuhar,fft-ae,25,82,0.6737089201877934
kuhar,fft-ae,25,79,0.833568075117371
kuhar,fft-ae,25,87,0.8467136150234742
kuhar,fft-ae,25,89,0.7727699530516432
kuhar,fft-ae,25,85,0.6420187793427231
kuhar,fft-ae,25,78,0.7915492957746478
kuhar,fft-ae,25,80,0.8253521126760563
kuhar,fft-ae,25,83,0.8300469483568076
kuhar,fft-ae,25,88,0.7868544600938968
kuhar,fft-ae,25,86,0.8032863849765258
kuhar,fft-ae,25,90,0.7075117370892019
kuhar,fft-ae,25,76,0.8190140845070422
kuhar,fft-ae,25,81,0.7443661971830986
kuhar,fft-ae,25,78,0.8145539906103286
kuhar,fft-ae,25,84,0.8009389671361502
kuhar,fft-ae,25,36,0.7842723004694836
kuhar,fft-ae,25,90,0.831924882629108
kuhar,fft-ae,25,88,0.7922535211267606
kuhar,fft-ae,25,88,0.676056338028169
kuhar,fft-ae,25,28,0.7467136150234742
kuhar,fft-ae,25,85,0.8230046948356806
kuhar,fft-ae,25,86,0.831924882629108
kuhar,fft-ae,25,87,0.7119718309859154
kuhar,fft-ae,25,90,0.8300469483568076
kuhar,fft-ae,25,83,0.8232394366197184
kuhar,fft-ae,25,80,0.7906103286384977
kuhar,fft-ae,25,87,0.8244131455399062
kuhar,fft-ae,25,82,0.8286384976525822
kuhar,fft-ae,25,90,0.7737089201877934
kuhar,fft-ae,25,84,0.8349765258215962
kuhar,fft-ae,25,79,0.6525821596244131
kuhar,fft-ae,25,77,0.8225352112676056
kuhar,fft-ae,25,86,0.7976525821596244
kuhar,fft-ae,25,9,0.6774647887323944
kuhar,fft-ae,25,43,0.77981220657277
kuhar,fft-ae,25,83,0.804225352112676
kuhar,fft-ae,25,89,0.7488262910798122
kuhar,fft-ae,25,39,0.7373239436619718
kuhar,fft-ae,25,75,0.7507042253521126
kuhar,fft-ae,25,87,0.8178403755868544
kuhar,fft-ae,25,79,0.82981220657277
kuhar,fft-ae,25,81,0.7711267605633803
kuhar,fft-ae,25,76,0.8246478873239436
kuhar,fft-ae,25,90,0.8051643192488264
kuhar,fft-ae,25,84,0.7805164319248826
kuhar,fft-ae,25,74,0.7934272300469484
kuhar,fft-ae,25,88,0.636150234741784
kuhar,fft-ae,25,81,0.6009389671361502
kuhar,fft-ae,25,85,0.8227699530516432
kuhar,fft-ae,25,83,0.7183098591549296
kuhar,fft-ae,25,77,0.7974178403755868
kuhar,fft-ae,25,79,0.6849765258215963
kuhar,fft-ae,25,86,0.8387323943661972
kuhar,fft-ae,25,90,0.8096244131455398
kuhar,fft-ae,25,72,0.6244131455399061
kuhar,fft-ae,25,82,0.807981220657277
kuhar,fft-ae,25,74,0.8107981220657278
kuhar,fft-ae,25,88,0.8157276995305166
kuhar,fft-ae,25,78,0.7453051643192488
kuhar,fft-ae,25,45,0.807511737089202
kuhar,fft-ae,25,34,0.7835680751173709
kuhar,fft-ae,25,85,0.6744131455399062
kuhar,fft-ae,25,76,0.7859154929577465
kuhar,fft-ae,25,80,0.7800469483568075
kuhar,fft-ae,25,87,0.8
kuhar,fft-ae,25,90,0.8410798122065728
kuhar,fft-ae,25,81,0.8220657276995305
kuhar,fft-ae,25,83,0.8295774647887324
kuhar,fft-ae,25,72,0.7422535211267606
kuhar,fft-ae,25,78,0.835680751173709
kuhar,fft-ae,25,89,0.8345070422535212
kuhar,fft-ae,25,82,0.8192488262910798
kuhar,fft-ae,25,85,0.815962441314554
kuhar,fft-ae,25,80,0.8272300469483568
kuhar,fft-ae,25,75,0.797887323943662
kuhar,fft-ae,25,84,0.8098591549295774
kuhar,fft-ae,25,77,0.8241784037558684
kuhar,fft-ae,25,87,0.8194835680751174
kuhar,fft-ae,25,82,0.8147887323943662
kuhar,fft-ae,25,85,0.842018779342723
